timestamp,x,y,z,yaw,manual_command,depth,thruster_0,thruster_1,thruster_2,thruster_3,imu_yaw
1751914154.7620497,1.0863798582828006,1.0294240732727546,2.8167561474115925,-1.1724125927795757,55,0.5875999927520752,0.0,1.0,0.0,0.34200000762939453,-2.2202274406154836
1751914154.8619752,1.0662082791958902,1.0373357861416352,2.8175043932671193,-1.1681063669369407,56,0.5918999910354614,0.0,1.0,0.0,0.34200000762939453,-2.1852183729158927
1751914154.9621046,1.0207670651125078,1.0424977219801266,2.8020399904022613,-1.1560783582586218,55,0.5946999788284302,0.0,1.0,0.0,0.34200000762939453,-2.1852183729158927
1751914155.062093,1.0004814943330733,1.0445992214218307,2.798713224563387,-1.1523163493954491,56,0.5992000102996826,0.0,1.0,0.0,0.34200000762939453,-2.1721945490572505
1751914155.1619859,0.9616133383048117,1.0442544329979542,2.7921608110545058,-1.1426719746137792,56,0.6037999987602234,0.0,1.0,0.0,0.34200000762939453,-2.1721945490572505
1751914155.2620711,0.9320679168439644,1.038946649036835,2.7830985356421643,-1.1329161290962602,57,0.6093999743461609,0.0,1.0,0.0,0.34200000762939453,-2.1721945490572505
1751914155.3625035,0.9044736116113584,1.0315841760739064,2.7758656135125057,-1.1271898554081996,56,0.613099992275238,0.0,1.0,0.0,0.34200000762939453,-2.1721945490572505
1751914155.4620562,0.88742219311598,1.026221980774768,2.7736703968542806,-1.1236820092551516,56,0.6148999929428101,0.0,1.0,0.0,0.34200000762939453,-2.137317972749109
1751914155.56212,0.8511548858435843,1.0091153209902788,2.758132274538583,-1.116413800339313,57,0.6183000206947327,0.0,1.0,0.0,0.34200000762939453,-2.1398917983358423
1751914155.662062,0.8374718520257878,1.0039966686845112,2.762657211221596,-1.1086385272727388,58,0.6236000061035156,0.0,1.0,0.0,0.34200000762939453,-2.1398917983358423
1751914155.7620642,0.8117495015310942,0.9887100272473068,2.7508341761358173,-1.1079575040980312,57,0.6276000142097473,0.0,1.0,0.0,0.34200000762939453,-2.130266172289185
1751914155.8621695,0.7810209759885229,0.9688698637760738,2.7430555265727348,-1.0969541537802094,58,0.6317999958992004,0.0,1.0,0.0,0.34200000762939453,-2.130266172289185
1751914155.9622483,0.7595624477888275,0.9555730342070707,2.742716520928959,-1.0918131555729784,58,0.6384000182151794,0.0,1.0,0.0,0.34200000762939453,-2.130266172289185
1751914156.062072,0.7352311248326662,0.9385902898258981,2.7315697313951084,-1.0875826470186394,57,0.6406000256538391,0.0,1.0,0.0,0.34200000762939453,-2.130266172289185
1751914156.1623738,0.7104610146705254,0.9205875710019265,2.717731280676166,-1.0844808614023635,57,0.6434999704360962,0.0,1.0,0.0,0.34200000762939453,-2.130266172289185
1751914156.2621193,0.6956485830030082,0.9112080499407222,2.715731481833793,-1.0812130825276625,58,0.6468999981880188,0.0,1.0,0.0,0.34200000762939453,-2.095194980408354
1751914156.362049,0.6631838016207734,0.8903247914395831,2.7040306851134086,-1.0729752736192468,59,0.651199996471405,0.0,1.0,0.0,0.34200000762939453,-2.0979583530677566
1751914156.4620628,0.6396602326033269,0.8774313493305737,2.700142759616633,-1.069396773532658,59,0.6553999781608582,0.0,1.0,0.0,0.34200000762939453,-2.0979583530677566
1751914156.5619905,0.6142409026553789,0.8634837825845453,2.68982900338579,-1.0649204345442205,60,0.6621000170707703,0.0,1.0,0.0,0.34200000762939453,-2.0979583530677566
1751914156.662046,0.5900108625037149,0.8521341333723236,2.685221967257422,-1.0607584276587367,58,0.6625000238418579,0.0,1.0,0.0,0.34200000762939453,-2.0891048565270163
1751914156.7620502,0.5726639271310047,0.8432794179994189,2.6770971613419823,-1.0578354302918702,59,0.6664999723434448,0.0,1.0,0.0,0.34200000762939453,-2.0891048565270163
1751914156.8624158,0.5383952529191105,0.8264200388514241,2.6628821048007394,-1.0557579810216513,60,0.6710000038146973,0.0,1.0,0.0,0.34200000762939453,-2.0891048565270163
1751914156.9621718,0.5222794603113754,0.8195373140674816,2.660684714052826,-1.0521333758370763,60,0.67330002784729,0.0,1.0,0.0,0.34200000762939453,-2.0891048565270163
1751914157.062054,0.4962842169860849,0.8067746339968663,2.648996000036424,-1.050651187659663,60,0.678600013256073,0.0,1.0,0.0,0.34200000762939453,-2.0891048565270163
1751914157.1621819,0.47120977698229805,0.7950669261057215,2.6426279218815867,-1.0472326266712828,60,0.6820999979972839,0.0,1.0,0.0,0.34200000762939453,-2.054792653095122
1751914157.2620816,0.4460563559363347,0.7828848526074724,2.6359721367755276,-1.0440952354884792,60,0.6851000189781189,0.0,1.0,0.0,0.34200000762939453,-2.054792653095122
1751914157.362041,0.41170512015630945,0.7644563894190857,2.6222785008828207,-1.0418738207423965,61,0.6906999945640564,0.0,1.0,0.0,0.34200000762939453,-2.052089706422461
1751914157.461996,0.3945296189196038,0.7548724784310071,2.615758546225409,-1.0407766074906237,61,0.6955000162124634,0.0,1.0,0.0,0.34200000762939453,-2.052089706422461
1751914157.5620937,0.36081154086308426,0.7350363097916819,2.6054244107523457,-1.0377857370276409,61,0.6991000175476074,0.0,1.0,0.0,0.34200000762939453,-2.052089706422461
1751914157.6620543,0.3433565585340261,0.7239639372369361,2.597845769266122,-1.0353284924091635,62,0.7064999938011169,0.0,1.0,0.0,0.34200000762939453,-2.052089706422461
1751914157.761944,0.3096255745086823,0.7018267555738322,2.588325670477219,-1.0350780300478646,61,0.7103999853134155,0.0,1.0,0.0,0.34200000762939453,-2.0440861367388115
1751914157.8619795,0.28440656254621055,0.684413863216919,2.581872074033374,-1.0319475163235028,62,0.7150999903678894,0.0,1.0,0.0,0.34200000762939453,-2.0437155544889305
1751914157.962095,0.25926730754375504,0.665019598900194,2.5724813878575636,-1.0295257965179574,62,0.7204999923706055,0.0,1.0,0.0,0.34200000762939453,-2.0437155544889305
1751914158.0619776,0.24266280291803646,0.6512109346000081,2.5651316152873385,-1.0298213795155484,62,0.7250999808311462,0.0,1.0,0.0,0.34200000762939453,-2.0437155544889305
1751914158.1619952,0.21870839466897038,0.6307384658633324,2.557771119166276,-1.0256792155004744,63,0.7297999858856201,0.0,1.0,0.0,0.34200000762939453,-2.0172942377375223
1751914158.2620494,0.18742838341507825,0.6016709157919529,2.544744105327591,-1.0217599735503577,62,0.7315000295639038,0.0,1.0,0.0,0.34200000762939453,-2.009852711912823
1751914158.36212,0.1650971728819135,0.5799921168088449,2.538092470253914,-1.0187732221747778,61,0.7318999767303467,0.0,1.0,0.0,0.34200000762939453,-2.009852711912823
1751914158.4619951,0.1434357072300023,0.5567152284693947,2.5254586408339126,-1.0145825062416172,62,0.7336000204086304,0.0,1.0,0.0,0.34200000762939453,-2.009852711912823
1751914158.561989,0.12279910869374332,0.5341730743731703,2.519284292550165,-1.012277698575611,63,0.7371000051498413,0.0,1.0,0.0,0.34200000762939453,-2.012398816846806
1751914158.662064,0.10288427830263819,0.5108671050307844,2.5103732807330084,-1.0092648154673807,62,0.7384999990463257,0.0,1.0,0.0,0.34200000762939453,-2.005139018881852
1751914158.7619793,0.08987225402502098,0.49438345421467794,2.5006131976552424,-1.0072240241478627,63,0.7425000071525574,0.0,1.0,0.0,0.34200000762939453,-2.005139018881852
1751914158.862075,0.07139878406782355,0.47142178345322544,2.4933175001197805,-1.0026701016048827,64,0.7484999895095825,0.0,1.0,0.0,0.34200000762939453,-1.9784624083068632
1751914158.961985,0.04735340527950211,0.4409165876195378,2.4805484707821295,-0.9972047047377419,62,0.7498999834060669,0.0,1.0,0.0,0.34200000762939453,-1.9784624083068632
1751914159.0621617,0.029896867543097404,0.4182682199864986,2.471858808142312,-0.993253029781302,63,0.7529000043869019,0.0,1.0,0.0,0.34200000762939453,-1.9717520742851222
1751914159.161988,0.012938320162735944,0.3957193052743813,2.4632802877409032,-0.9888088060432283,62,0.7533000111579895,0.0,1.0,0.0,0.34200000762939453,-1.9717520742851222
1751914159.262165,0.0017104720788307744,0.3804291142071366,2.456333146473284,-0.9850221440603987,63,0.7551000118255615,0.0,1.0,0.0,0.34200000762939453,-1.9717520742851222
1751914159.361973,-0.020696867249253154,0.35102754519001006,2.4482402395702945,-0.9780246641750053,62,0.7538999915122986,0.0,0.0,0.0,0.0,-1.9717520742851222
1751914159.4622216,-0.0315496947869391,0.3362686391099067,2.443362706563595,-0.9762872874570746,66,0.7630000114440918,0.0,0.0,0.0,0.0,-1.9383684435499704
1751914159.5620449,-0.05881794026035383,0.30324505951195513,2.436403119908225,-0.9688392957521322,65,0.7680000066757202,0.0,0.0,0.0,0.0,-1.9383684435499704
1751914159.662014,-0.08309995222876881,0.27503093143347657,2.428268487433644,-0.9638835177463814,65,0.7738999724388123,0.0,0.0,0.0,0.0,-1.9379996347937247
1751914159.7620504,-0.10067787445655559,0.2556850985369058,2.4283269517246078,-0.9600448647734486,64,0.775600016117096,0.0,0.0,0.0,0.0,-1.9407727611757561
1751914159.862073,-0.1369831286381796,0.21401027569759967,2.4156872289390656,-0.9515452617055757,64,0.7781999707221985,0.0,0.0,0.0,0.0,-1.9407727611757561
1751914159.9620194,-0.14647399841038578,0.20404522624255042,2.4199079113102484,-0.9478157346995204,63,0.7775999903678894,0.0,0.0,0.0,0.0,-1.934343729557933
1751914160.0621262,-0.19229730051914837,0.15219826811176046,2.412280621940196,-0.9370321960631404,65,0.781000018119812,0.0,0.0,0.0,0.0,-1.934343729557933
1751914160.1621132,-0.2097509336129885,0.13183106760700636,2.406463647645976,-0.9330954074364785,64,0.7832000255584717,0.0,0.0,0.0,0.0,-1.9070518753474666
1751914160.2621017,-0.24283053261837165,0.09376667541249582,2.4032970852832998,-0.9239776314500083,64,0.785099983215332,0.0,0.0,0.0,0.0,-1.9066433237390268
1751914160.362047,-0.26495314679948345,0.06781114865388539,2.4014980608483087,-0.9169779949014514,65,0.788100004196167,0.0,0.0,0.0,0.0,-1.9012199692077625
1751914160.4621594,-0.28379017411854623,0.04441262367687864,2.3961513750577996,-0.9113174776492735,64,0.7892000079154968,0.0,0.0,0.0,0.0,-1.9012199692077625
1751914160.562211,-0.3007683865693203,0.02400083780160331,2.397903761659619,-0.9031181302281949,64,0.7911999821662903,0.0,0.0,0.0,0.0,-1.900824944039167
1751914160.6622837,-0.3133147539264915,0.006618304280238581,2.3912602283240005,-0.8985225612938689,64,0.7911999821662903,0.0,0.0,0.0,0.0,-1.900824944039167
1751914160.7620072,-0.3233250654898378,-0.007894816405396526,2.390180195456673,-0.8913544325600602,64,0.7918999791145325,0.0,0.0,0.0,0.0,-1.895579855589174
1751914160.8620803,-0.3233250654898378,-0.007894816405396526,2.390180195456673,-0.8913544325600602,64,0.7954000234603882,0.0,0.0,0.0,0.0,-1.8682747893193692
1751914160.9621751,-0.3346492631019515,-0.029771629669921224,2.3877885986100646,-0.8793385604910908,64,0.7957000136375427,0.0,0.0,0.0,0.0,-1.8682747893193692
1751914161.062056,-0.33660391255800226,-0.03768620377629162,2.387648848214201,-0.8736633373265259,65,0.7975000143051147,0.0,0.0,0.0,0.0,-1.8682747893193692
1751914161.1620398,-0.33708018611868246,-0.04394345782002756,2.38920948195507,-0.8690520118729764,65,0.79830002784729,0.0,0.0,0.0,0.0,-1.8639105357279753
1751914161.2621255,-0.3353138152277236,-0.04882052001178753,2.3853703198458205,-0.8638921377260507,64,0.7972999811172485,0.0,0.0,0.0,0.0,-1.8639105357279753
1751914161.3620453,-0.33294961880270074,-0.053056092605062784,2.3859653559326,-0.8600512128049996,66,0.8016999959945679,0.0,0.0,0.0,0.0,-1.8362016666055656
1751914161.4621143,-0.3310448727842743,-0.05560773747597502,2.3848155482375266,-0.8568422090780152,65,0.8026999831199646,0.0,0.0,0.0,0.0,-1.8362016666055656
1751914161.5621674,-0.3285811487271045,-0.05963462450323693,2.385927222173032,-0.8540784142856064,64,0.8004999756813049,0.0,0.0,0.0,0.0,-1.8323247287375604
1751914161.661998,-0.32580796278252433,-0.06574991018871974,2.3880876505536097,-0.8474905668478719,65,0.8019999861717224,0.0,0.0,0.0,0.0,-1.8323247287375604
